P_Gain,I_Gain,D_Gain,Deadband,max_error,max_i_error,max_d_error,max_output,,,,,,
35,0.362886,0.000000,0.000000,0.011684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36,0.373234,0.000000,0.000000,0.011663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37,0.383580,0.000000,0.000000,0.011664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38,0.393923,0.000000,0.000000,0.011677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39,0.404442,0.000000,0.000000,0.011677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40,0.414789,0.000000,0.000000,0.011645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41,0.425136,0.000000,0.000000,0.011683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42,0.435483,0.000000,0.000000,0.011664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43,0.445831,0.000000,0.000000,0.011671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
44,0.456178,0.000000,0.000000,0.011679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
45,0.466525,0.000000,0.000000,0.011662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
46,0.476866,0.000000,0.000000,0.011676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
47,0.487308,0.000000,0.000000,0.011686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
48,0.497844,0.000000,0.000000,0.011686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
49,0.508192,0.000000,0.000000,0.011694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
50,0.518539,0.000000,0.000000,0.011681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
51,0.528887,0.000000,0.000000,0.011682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
52,0.539234,0.000000,0.000000,0.011682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53,0.549581,0.000000,0.000000,0.011683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54,0.559927,0.000000,0.000000,0.011679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
55,0.570280,0.000000,0.000000,0.011694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
56,0.580724,0.000000,0.000000,0.011645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
57,0.591279,0.000000,0.000000,0.011645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
58,0.601627,0.000000,0.000000,0.011692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
59,0.611974,0.000000,0.000000,0.011681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60,0.622321,0.000000,0.000000,0.011688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61,0.632670,0.000000,0.000000,0.011680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
62,0.643017,0.000000,0.000000,0.011672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
63,0.653363,0.000000,0.000000,0.011675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
64,0.663711,0.000000,0.000000,0.011674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
65,0.674131,0.000000,0.000000,0.011647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66,0.684667,0.000000,0.000000,0.011647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
67,0.695078,0.000000,0.000000,0.011670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
68,0.705427,0.000000,0.000000,0.011706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
69,0.715774,0.000000,0.000000,0.011663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
70,0.726126,0.000000,0.000000,0.011662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
71,0.736473,0.000000,0.000000,0.011655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
72,0.746820,0.000000,0.000000,0.011661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73,0.757190,0.000000,0.000000,0.011677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
74,0.767534,0.000000,0.000000,0.011701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
75,0.778061,0.000000,0.000000,0.011701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
76,0.788409,0.000000,0.000000,0.011665,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
77,0.798756,0.000000,0.000000,0.011680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
78,0.809103,0.000000,0.000000,0.011680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
79,0.819451,0.000000,0.000000,0.011678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
80,0.829797,0.000000,0.000000,0.011679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
81,0.840145,0.000000,0.000000,0.011703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
82,0.850486,0.000000,0.000000,0.011674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
83,0.860979,0.000000,0.000000,0.011694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
84,0.871516,0.000000,0.000000,0.011694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
85,0.881863,0.000000,0.000000,0.011665,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
86,0.892211,0.000000,0.000000,0.011681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
87,0.902557,0.000000,0.000000,0.011680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
88,0.912905,0.000000,0.000000,0.011698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
89,0.923252,0.000000,0.000000,0.011663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90,0.933600,0.000000,0.000000,0.011659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
91,0.943940,0.000000,0.000000,0.011669,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
92,0.954403,0.000000,0.000000,0.011709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
93,0.964939,0.000000,0.000000,0.011709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
94,0.975286,0.000000,0.000000,0.011669,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
95,0.985634,0.000000,0.000000,0.011680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
96,0.995981,0.000000,0.000000,0.011655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
97,1.006328,0.000000,0.000000,0.011663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
98,1.016675,0.000000,0.000000,0.011661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
99,1.027022,0.000000,0.000000,0.011673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
100,1.037399,0.000000,0.000000,0.011645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
101,1.047815,0.000000,0.000000,0.011698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
102,1.058280,0.000000,0.000000,0.011698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
103,1.068628,0.000000,0.000000,0.011665,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
104,1.078975,0.000000,0.000000,0.011683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
105,1.089322,0.000000,0.000000,0.011679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106,1.099668,0.000000,0.000000,0.011677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
107,1.110015,0.000000,0.000000,0.011680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
108,1.120362,0.000000,0.000000,0.011682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
109,1.130713,0.000000,0.000000,0.011664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
110,1.141144,0.000000,0.000000,0.011667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
111,1.151684,0.000000,0.000000,0.011667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
112,1.162031,0.000000,0.000000,0.011672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
113,1.172379,0.000000,0.000000,0.011690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
114,1.182726,0.000000,0.000000,0.011689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
115,1.193073,0.000000,0.000000,0.011694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
116,1.203420,0.000000,0.000000,0.011679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
117,1.213767,0.000000,0.000000,0.011676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
118,1.224107,0.000000,0.000000,0.011686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119,1.234619,0.000000,0.000000,0.011685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
120,1.245158,0.000000,0.000000,0.011685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
121,1.255505,0.000000,0.000000,0.011676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
122,1.265851,0.000000,0.000000,0.011686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123,1.276198,0.000000,0.000000,0.011669,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124,1.286546,0.000000,0.000000,0.011668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125,1.296893,0.000000,0.000000,0.011684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126,1.307270,0.000000,0.000000,0.011669,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
127,1.317613,0.000000,0.000000,0.011690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
128,1.328032,0.000000,0.000000,0.011673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
129,1.338569,0.000000,0.000000,0.011673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130,1.348915,0.000000,0.000000,0.011671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131,1.359262,0.000000,0.000000,0.011687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132,1.369609,0.000000,0.000000,0.011689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133,1.379957,600.000000,0.000000,0.011689,600.000000,0.000000,600.000000,7.013377,51330.481811,162.000000,7.153644,0.000000,100.000000
134,1.390395,600.000000,49.868517,0.011691,550.131483,600.000000,550.131483,13.445105,-4265.453806,148.535500,13.714007,-0.000000,100.000000
135,1.400760,600.000000,216.097725,0.011682,383.902275,550.131483,383.902275,17.929751,-14229.834095,103.653614,18.288346,-0.000000,100.000000
136,1.411130,600.000000,315.835671,0.011685,284.164329,383.902275,284.164329,21.250248,-8535.461091,76.724369,21.675253,-0.000000,98.399621
137,1.421489,600.000000,432.197820,0.011652,167.802180,284.164329,167.802180,23.205531,-9986.184594,45.306589,23.669642,-0.000000,68.976230
138,1.432035,600.000000,432.197820,0.011652,167.802180,284.164329,167.802180,23.205531,-9986.184594,45.306589,23.669642,-0.000000,68.976230
139,1.442398,600.000000,548.537489,0.011674,51.462511,167.802180,51.462511,23.806289,-9965.961898,13.894878,24.282415,-0.000000,38.177293
140,1.452762,600.000000,565.165023,0.011682,34.834977,51.462511,34.834977,24.213248,-1423.288144,9.405444,24.697513,-0.000000,34.102957
141,1.463123,600.000000,515.310884,0.011684,84.689116,34.834977,84.689116,25.202760,4266.853246,22.866061,25.706815,0.000000,48.572877
142,1.473485,600.000000,498.685167,0.011681,101.314833,84.689116,101.314833,26.386185,1423.353640,27.355005,26.913908,0.000000,54.268913
143,1.483848,600.000000,515.299474,0.011673,84.700526,101.314833,84.700526,27.374919,-1423.274991,22.869142,27.922417,-0.000000,50.791559
144,1.494210,600.000000,531.929890,0.011677,68.070110,84.700526,68.070110,28.169802,-1424.151029,18.378930,28.733199,-0.000000,47.112128
145,1.504564,600.000000,531.804131,0.011671,68.195869,68.070110,68.195869,28.965697,10.775595,18.412885,29.545011,0.000000,47.957896
146,1.514922,600.000000,548.535465,0.011675,51.464535,68.195869,51.464535,29.566568,-1433.038715,13.895424,30.157899,-0.000000,44.053323
147,1.525448,600.000000,548.535465,0.011675,51.464535,68.195869,51.464535,29.566568,-1433.038715,13.895424,30.157899,-0.000000,44.053323
148,1.535810,600.000000,514.760355,0.011670,85.239645,51.464535,85.239645,30.561354,2894.068239,23.014704,31.172581,0.000000,54.187285
149,1.546172,600.000000,531.831653,0.011680,68.168347,85.239645,68.168347,31.357570,-1461.565534,18.405454,31.984721,-0.000000,50.390175
150,1.556535,600.000000,565.144168,0.011678,34.855832,68.168347,34.855832,31.764613,-2852.610533,9.411075,32.399905,-0.000000,41.810980
151,1.566896,600.000000,531.861142,0.011678,68.138858,34.855832,68.138858,32.560351,2850.017557,18.397492,33.211558,0.000000,51.609050
152,1.577282,600.000000,548.513145,0.011678,51.486855,68.138858,51.486855,33.161605,-1425.952250,13.901451,33.824837,-0.000000,47.726288
153,1.587645,600.000000,548.545586,0.011687,51.454414,51.486855,51.454414,33.762962,-2.775760,13.892692,34.438221,-0.000000,48.330913
154,1.598002,600.000000,531.900394,0.011682,68.099606,51.454414,68.099606,34.558495,1424.869707,18.386894,35.249665,0.000000,53.636559
155,1.608366,600.000000,548.556747,0.011678,51.443253,68.099606,51.443253,35.159230,-1426.347331,13.889678,35.862415,-0.000000,49.752093
156,1.618873,600.000000,548.556747,0.011678,51.443253,68.099606,51.443253,35.159230,-1426.347331,13.889678,35.862415,-0.000000,49.752093
157,1.629236,600.000000,548.525344,0.011661,51.474656,51.443253,51.474656,35.759463,2.693031,13.898157,36.474652,0.000000,50.372809
158,1.639597,600.000000,548.532402,0.011681,51.467598,51.474656,51.467598,36.360632,-0.604176,13.896252,37.087844,-0.000000,50.984096
159,1.649957,600.000000,565.173422,0.011680,34.826578,51.467598,34.826578,36.767417,-1424.706719,9.403176,37.502766,-0.000000,46.905942
160,1.660318,600.000000,565.166094,0.011680,34.833906,34.826578,34.833906,37.174293,0.627355,9.405155,37.917779,0.000000,47.322934
161,1.670678,600.000000,548.556747,0.011680,51.443253,34.833906,51.443253,37.775146,1422.044697,13.889678,38.530648,0.000000,52.420327
162,1.681040,600.000000,548.556692,0.011680,51.443308,51.443253,51.443308,38.375995,0.004684,13.889693,39.143515,0.000000,53.033208
163,1.691399,600.000000,548.549689,0.011669,51.450311,51.443308,51.450311,38.976376,0.600130,13.891584,39.755903,0.000000,53.647487
164,1.701825,600.000000,565.185880,0.011678,34.814120,51.450311,34.814120,39.382930,-1424.593584,9.399812,40.170589,-0.000000,49.570401
165,1.712308,600.000000,565.185880,0.011678,34.814120,51.450311,34.814120,39.382930,-1424.593584,9.399812,40.170589,-0.000000,49.570401
166,1.722669,600.000000,581.782186,0.011683,18.217814,34.814120,18.217814,39.595766,-1420.569981,4.918810,40.387681,-0.000000,45.306491
167,1.733031,600.000000,565.170265,0.011681,34.829735,18.217814,34.829735,40.002612,1422.131937,9.404028,40.802664,0.000000,50.206693
168,1.743392,600.000000,565.162938,0.011681,34.837062,34.829735,34.837062,40.409537,0.627330,9.406007,41.217727,0.000000,50.623734
169,1.753752,600.000000,548.538529,0.011679,51.461471,34.837062,51.461471,41.010580,1423.386167,13.894597,41.830791,0.000000,55.725389
170,1.764113,600.000000,581.809052,0.011671,18.190948,51.461471,18.190948,41.222890,-2850.646548,4.911556,42.047348,-0.000000,46.958904
171,1.774474,600.000000,565.176522,0.011675,34.823478,18.190948,34.823478,41.629463,1424.596317,9.402339,42.462053,0.000000,51.864392
172,1.784837,600.000000,565.148339,0.011685,34.851661,34.823478,34.851661,42.036713,2.411860,9.409948,42.877447,0.000000,52.287395
173,1.795195,600.000000,581.788626,0.011678,18.211374,34.851661,18.211374,42.249391,-1424.888050,4.917071,43.094379,-0.000000,48.011450
174,1.805727,600.000000,581.788626,0.011678,18.211374,34.851661,18.211374,42.249391,-1424.888050,4.917071,43.094379,-0.000000,48.011450
175,1.816088,600.000000,581.806905,0.011676,18.193095,18.211374,18.193095,42.461815,-1.565452,4.912136,43.311052,-0.000000,48.223187
176,1.826447,600.000000,565.184921,0.011686,34.815079,18.193095,34.815079,42.868677,1422.341739,9.400071,43.726050,0.000000,53.126121
177,1.836808,600.000000,565.162938,0.011669,34.837062,34.815079,34.837062,43.275179,1.883996,9.406007,44.140682,0.000000,53.546689
178,1.847198,600.000000,581.785435,0.011683,18.214565,34.837062,18.214565,43.487976,-1422.814159,4.917933,44.357736,-0.000000,49.275668
179,1.857561,600.000000,581.783230,0.011686,18.216770,18.214565,18.216770,43.700852,0.188684,4.918528,44.574869,0.000000,49.493397
180,1.867921,600.000000,565.171336,0.011693,34.828664,18.216770,34.828664,44.108115,1420.632046,9.403739,44.990277,0.000000,54.394016
181,1.878282,600.000000,581.781083,0.011687,18.218917,34.828664,18.218917,44.321041,-1421.206858,4.919108,45.207461,-0.000000,50.126569
182,1.888664,600.000000,581.783288,0.011702,18.216712,18.218917,18.216712,44.534213,-0.188420,4.918512,45.424897,-0.000000,50.343410
183,1.899209,600.000000,581.783288,0.011702,18.216712,18.218917,18.216712,44.534213,-0.188420,4.918512,45.424897,-0.000000,50.343410
184,1.909568,600.000000,598.413367,0.011683,1.586633,18.216712,1.586633,44.552750,-1423.395346,0.428391,45.443805,-0.000000,45.872196
185,1.919927,600.000000,565.168180,0.011685,34.831820,1.586633,34.831820,44.959759,2845.121677,9.404591,45.858955,0.000000,55.263546
186,1.930287,600.000000,565.182836,0.011688,34.817164,34.831820,34.817164,45.366688,-1.253973,9.400634,46.274021,-0.000000,55.674656
187,1.940647,600.000000,581.805802,0.011650,18.194198,34.817164,18.194198,45.578656,-1426.821216,4.912433,46.490229,-0.000000,51.402663
188,1.951007,600.000000,598.414501,0.011688,1.585499,18.194198,1.585499,45.597188,-1420.952902,0.428085,46.509132,-0.000000,46.937217
189,1.961367,600.000000,565.183850,0.011706,34.816150,1.585499,34.816150,46.004762,2838.658965,9.400360,46.924858,0.000000,56.325218
190,1.971721,600.000000,598.413367,0.011684,1.586633,34.816150,1.586633,46.023300,-2844.064389,0.428391,46.943766,-0.000000,47.372157
191,1.982147,600.000000,581.787582,0.011696,18.212418,1.586633,18.212418,46.236311,1421.507092,4.917353,47.161037,0.000000,52.078390
192,1.992687,600.000000,581.787582,0.011696,18.212418,1.586633,18.212418,46.236311,1421.507092,4.917353,47.161037,0.000000,52.078390
193,2.003045,600.000000,598.410025,0.011677,1.589975,18.212418,1.589975,46.254876,-1423.547275,0.429293,47.179974,-0.000000,47.609267
194,2.013404,600.000000,581.789671,0.011686,18.210329,1.589975,18.210329,46.467691,1422.186594,4.916789,47.397045,0.000000,52.313834
195,2.023842,600.000000,581.794023,0.011687,18.205977,18.210329,18.205977,46.680455,-0.372387,4.915614,47.614065,-0.000000,52.529678
196,2.034204,600.000000,581.803655,0.011697,18.196345,18.205977,18.196345,46.893304,-0.823476,4.913013,47.831170,-0.000000,52.744183
197,2.044565,600.000000,598.362581,0.011687,1.637419,18.196345,1.637419,46.912440,-1416.903336,0.442103,47.850689,-0.000000,48.292792
198,2.054924,600.000000,581.787524,0.011686,18.212476,1.637419,18.212476,47.125274,1418.346514,4.917369,48.067780,0.000000,52.985148
199,2.065284,600.000000,598.421126,0.011684,1.578874,18.212476,1.578874,47.143722,-1423.626955,0.426296,48.086596,-0.000000,48.512892
200,2.075639,600.000000,581.773598,0.011685,18.226402,1.578874,18.226402,47.356688,1424.751009,4.921128,48.303822,0.000000,53.224951
201,2.086177,600.000000,581.773598,0.011685,18.226402,1.578874,18.226402,47.356688,1424.751009,4.921128,48.303822,0.000000,53.224951
202,2.096536,600.000000,581.785377,0.011677,18.214623,18.226402,18.214623,47.569389,-1.008665,4.917948,48.520777,-0.000000,53.438725
