P_Gain,I_Gain,D_Gain,Deadband,max_error,max_i_error,max_d_error,max_output,,,,,,
23,0.239068,0.000000,0.000000,0.011648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.249473,0.000000,0.000000,0.011712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,0.259825,0.000000,0.000000,0.011532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,0.270208,0.000000,0.000000,0.011458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,0.280557,0.000000,0.000000,0.011456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,0.290938,0.000000,0.000000,0.011462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,0.301293,0.000000,0.000000,0.011502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30,0.311643,0.000000,0.000000,0.011456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,0.322010,0.000000,0.000000,0.011503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,0.332465,0.000000,0.000000,0.011502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,0.342878,0.000000,0.000000,0.011502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,0.353280,0.000000,0.000000,0.012024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35,0.363741,0.000000,0.000000,0.011629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36,0.374123,0.000000,0.000000,0.011661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37,0.384514,0.000000,0.000000,0.011760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38,0.394919,0.000000,0.000000,0.011618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39,0.405335,0.000000,0.000000,0.011740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40,0.415730,0.000000,0.000000,0.011617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41,0.426117,0.000000,0.000000,0.011637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42,0.436482,0.000000,0.000000,0.011637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43,0.446832,0.000000,0.000000,0.011897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
44,0.457189,0.000000,0.000000,0.011520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
45,0.467541,0.000000,0.000000,0.011443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
46,0.477949,0.000000,0.000000,0.011494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
47,0.488300,0.000000,0.000000,0.011450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
48,0.498648,0.000000,0.000000,0.011510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
49,0.509003,0.000000,0.000000,0.011490,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
50,0.519354,0.000000,0.000000,0.011497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
51,0.529775,0.000000,0.000000,0.011459,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
52,0.540184,0.000000,0.000000,0.011459,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53,0.550584,0.000000,0.000000,0.011841,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54,0.560968,0.000000,0.000000,0.011655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
55,0.571357,0.000000,0.000000,0.011637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
56,0.581745,0.000000,0.000000,0.011646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
57,0.592144,0.000000,0.000000,0.011655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
58,0.602538,0.000000,0.000000,0.011674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
59,0.612932,0.000000,0.000000,0.011738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60,0.623326,0.000000,0.000000,0.011630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61,0.633793,0.000000,0.000000,0.011630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
62,0.644145,0.000000,0.000000,0.011957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
63,0.654501,0.000000,0.000000,0.011499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
64,0.664868,0.000000,0.000000,0.011450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
65,0.675219,0.000000,0.000000,0.011452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66,0.685575,0.000000,0.000000,0.011488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
67,0.696019,0.000000,0.000000,0.011429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
68,0.706366,0.000000,0.000000,0.011439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
69,0.716711,0.000000,0.000000,0.011492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
70,0.727085,0.000000,0.000000,0.011511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
71,0.737478,0.000000,0.000000,0.011511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
72,0.747979,0.000000,0.000000,0.011989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73,0.758396,0.000000,0.000000,0.011860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
74,0.768869,0.000000,0.000000,0.011630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
75,0.779275,0.000000,0.000000,0.011653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
76,0.789687,0.000000,0.000000,0.011710,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
77,0.800142,0.000000,0.000000,0.011676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
78,0.810544,0.000000,0.000000,0.011715,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
79,0.820940,0.000000,0.000000,0.011628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
80,0.831330,0.000000,0.000000,0.011628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
81,0.841674,0.000000,0.000000,0.011911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
82,0.852025,0.000000,0.000000,0.011455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
83,0.862372,0.000000,0.000000,0.011499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
84,0.872718,0.000000,0.000000,0.011497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
85,0.883117,0.000000,0.000000,0.011455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
86,0.893481,0.000000,0.000000,0.011460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
87,0.903844,0.000000,0.000000,0.011447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
88,0.914202,0.000000,0.000000,0.011444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
89,0.924549,0.000000,0.000000,0.011497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90,0.935197,0.000000,0.000000,0.011439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
91,0.945844,0.000000,0.000000,0.011439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
92,0.956240,0.000000,0.000000,0.011696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
93,0.966656,0.000000,0.000000,0.011694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
94,0.977059,0.000000,0.000000,0.011616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
95,0.987442,0.000000,0.000000,0.011632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
96,0.997863,0.000000,0.000000,0.011754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
97,1.008274,0.000000,0.000000,0.011790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
98,1.018749,0.000000,0.000000,0.011630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
99,1.029176,0.000000,0.000000,0.011642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
100,1.039542,0.000000,0.000000,0.011642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
101,1.049966,0.000000,0.000000,0.011551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
102,1.060344,0.000000,0.000000,0.011509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
103,1.070696,0.000000,0.000000,0.011496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
104,1.081049,0.000000,0.000000,0.011497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
105,1.091395,0.000000,0.000000,0.011502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106,1.101738,0.000000,0.000000,0.011493,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
107,1.112111,0.000000,0.000000,0.011544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
108,1.122517,0.000000,0.000000,0.011428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
109,1.132868,0.000000,0.000000,0.011461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
110,1.143265,0.000000,0.000000,0.011461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
111,1.153684,0.000000,0.000000,0.011920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
112,1.164071,0.000000,0.000000,0.011624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
113,1.174483,0.000000,0.000000,0.011762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
114,1.184903,0.000000,0.000000,0.011673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
115,1.195300,0.000000,0.000000,0.011743,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
116,1.205716,0.000000,0.000000,0.011743,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
117,1.216187,0.000000,0.000000,0.011629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
118,1.226589,0.000000,0.000000,0.011628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119,1.236954,0.000000,0.000000,0.011628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
120,1.247339,0.000000,0.000000,0.011778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
121,1.257708,0.000000,0.000000,0.011553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
122,1.268105,0.000000,0.000000,0.011452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123,1.278445,0.000000,0.000000,0.011452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124,1.288794,0.000000,0.000000,0.011449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125,1.299143,0.000000,0.000000,0.011459,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126,1.309489,0.000000,0.000000,0.011495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
127,1.319834,0.000000,0.000000,0.011560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
128,1.330240,0.000000,0.000000,0.011455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
129,1.340666,0.000000,0.000000,0.011455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130,1.351056,600.000000,0.000000,0.011850,600.000000,0.000000,600.000000,7.109786,50634.436835,360.000000,0.000000,0.000000,100.000000
131,1.361458,600.000000,16.622748,0.011698,583.377252,600.000000,583.377252,13.934023,-1421.013409,350.026351,0.000000,-0.000000,100.000000
132,1.371863,600.000000,282.580454,0.011643,317.419546,583.377252,317.419546,17.629603,-22843.554617,190.451727,0.000000,-0.000000,100.000000
133,1.382270,600.000000,365.701143,0.011732,234.298857,317.419546,234.298857,20.378288,-7085.236106,140.579314,0.000000,-0.000000,100.000000
134,1.392736,600.000000,482.051702,0.011624,117.948298,234.298857,117.948298,21.749351,-10009.274554,70.768979,0.000000,-0.000000,70.768979
135,1.403172,600.000000,531.927927,0.011632,68.072073,117.948298,68.072073,22.541150,-4287.928523,40.843244,0.000000,-0.000000,40.843244
136,1.413586,600.000000,581.798317,0.011706,18.201683,68.072073,18.201683,22.754222,-4260.195909,10.921010,0.000000,-0.000000,10.921010
137,1.424053,600.000000,531.926972,0.011619,68.073028,18.201683,68.073028,23.545146,4292.313286,40.843817,0.000000,0.000000,40.843817
138,1.434683,600.000000,432.213813,0.011630,167.786187,68.073028,167.786187,25.496545,8573.585620,100.671712,0.000000,0.000000,100.000000
139,1.445103,600.000000,432.213813,0.011630,167.786187,68.073028,167.786187,25.496545,8573.585620,100.671712,0.000000,0.000000,100.000000
140,1.455465,600.000000,482.143403,0.011494,117.856597,167.786187,117.856597,26.851145,-4344.110141,70.713958,0.000000,-0.000000,70.713958
141,1.465819,600.000000,548.692575,0.011494,51.307425,117.856597,51.307425,27.440894,-5789.691256,30.784455,0.000000,-0.000000,30.784455
142,1.476239,600.000000,581.972449,0.011499,18.027551,51.307425,18.027551,27.648198,-2894.084256,10.816531,0.000000,-0.000000,10.816531
143,1.486602,600.000000,515.449896,0.011427,84.550104,18.027551,84.550104,28.614365,5821.448477,50.730063,0.000000,0.000000,50.730063
144,1.496968,600.000000,432.309624,0.011540,167.690376,84.550104,167.690376,30.549564,7204.334189,100.614226,0.000000,0.000000,100.000000
145,1.507335,600.000000,448.936917,0.011430,151.063083,167.690376,151.063083,32.276224,-1454.699320,90.637850,0.000000,-0.000000,90.637850
146,1.517737,600.000000,598.590320,0.011444,1.409680,151.063083,1.409680,32.292356,-13076.616519,0.845808,0.000000,-0.000000,0.845808
147,1.528090,600.000000,548.693561,0.011449,51.306439,1.409680,51.306439,32.879741,4358.345587,30.783864,0.000000,0.000000,30.783864
148,1.538536,600.000000,415.590205,0.011607,184.409795,51.306439,184.409795,35.020175,11467.564473,110.645877,0.000000,0.000000,100.000000
149,1.548936,600.000000,415.590205,0.011607,184.409795,51.306439,184.409795,35.020175,11467.564473,110.645877,0.000000,0.000000,100.000000
150,1.559336,600.000000,432.133989,0.011760,167.866011,184.409795,167.866011,36.994362,-1406.725001,100.719607,0.000000,-0.000000,100.000000
151,1.569730,600.000000,515.218593,0.011640,84.781407,167.866011,84.781407,37.981227,-7137.785791,50.868844,0.000000,-0.000000,50.868844
152,1.580131,600.000000,581.783288,0.011649,18.216712,84.781407,18.216712,38.193429,-5714.326722,10.930027,0.000000,-0.000000,10.930027
153,1.590530,600.000000,515.292844,0.011626,84.707156,18.216712,84.707156,39.178247,5719.044274,50.824293,0.000000,0.000000,50.824293
154,1.600939,600.000000,482.050789,0.011633,117.949211,84.707156,117.949211,40.550354,2857.556800,70.769527,0.000000,0.000000,70.769527
155,1.611385,600.000000,498.658509,0.011655,101.341491,117.949211,101.341491,41.731451,-1424.989395,60.804895,0.000000,-0.000000,60.804895
156,1.621802,600.000000,565.172407,0.011690,34.827593,101.341491,34.827593,42.138589,-5689.767868,20.896556,0.000000,-0.000000,20.896556
157,1.632217,600.000000,548.531417,0.011762,51.468583,34.827593,51.468583,42.743946,1414.847971,30.881150,0.000000,0.000000,30.881150
158,1.642953,600.000000,515.431795,0.011461,84.568205,51.468583,84.568205,43.713209,2887.943011,50.740923,0.000000,0.000000,50.740923
159,1.653430,600.000000,515.431795,0.011461,84.568205,51.468583,84.568205,43.713209,2887.943011,50.740923,0.000000,0.000000,50.740923
160,1.663863,600.000000,465.573686,0.011432,134.426314,84.568205,134.426314,45.249968,4361.283428,80.655788,0.000000,0.000000,80.655788
161,1.674227,600.000000,532.092069,0.011450,67.907931,134.426314,67.907931,46.027536,-5809.296819,40.744759,0.000000,-0.000000,40.744759
162,1.684597,600.000000,548.718961,0.011495,51.281039,67.907931,51.281039,46.617030,-1446.401398,30.768624,0.000000,-0.000000,30.768624
163,1.694958,600.000000,515.453701,0.011444,84.546299,51.281039,84.546299,47.584557,2906.847532,50.727779,0.000000,0.000000,50.727779
164,1.705377,600.000000,498.833528,0.011516,101.166472,84.546299,101.166472,48.749599,1443.213095,60.699883,0.000000,0.000000,60.699883
165,1.715816,600.000000,498.821584,0.011428,101.178416,101.166472,101.178416,49.905909,1.045095,60.707050,0.000000,0.000000,60.707050
166,1.726216,600.000000,532.088141,0.011439,67.911859,101.178416,67.911859,50.682743,-2908.207894,40.747116,0.000000,-0.000000,40.747116
167,1.736640,600.000000,565.340491,0.011500,34.659509,67.911859,34.659509,51.081313,-2891.616087,20.795705,0.000000,-0.000000,20.795705
168,1.747041,600.000000,515.292844,0.011646,84.707156,34.659509,84.707156,52.067788,4297.514154,50.824293,0.000000,0.000000,50.824293
169,1.757450,600.000000,515.292844,0.011646,84.707156,34.659509,84.707156,52.067788,4297.514154,50.824293,0.000000,0.000000,50.824293
170,1.767894,600.000000,482.068578,0.011970,117.931422,84.707156,117.931422,53.479431,2775.620732,70.758853,0.000000,0.000000,70.758853
171,1.778296,600.000000,498.665869,0.011629,101.334131,117.931422,101.334131,54.657827,-1427.255950,60.800478,0.000000,-0.000000,60.800478
172,1.788786,600.000000,565.155723,0.011661,34.844277,101.334131,34.844277,55.064142,-5701.946248,20.906566,0.000000,-0.000000,20.906566
173,1.799236,600.000000,565.154652,0.011690,34.845348,34.844277,34.845348,55.471481,0.091612,20.907209,0.000000,0.000000,20.907209
174,1.809685,600.000000,515.291868,0.011644,84.708132,34.845348,84.708132,56.457789,4282.416556,50.824879,0.000000,0.000000,50.824879
175,1.820093,600.000000,465.435265,0.011631,134.564735,84.708132,134.564735,58.022894,4286.576691,80.738841,0.000000,0.000000,80.738841
176,1.830503,600.000000,498.686112,0.011657,101.313888,134.564735,101.313888,59.203904,-2852.450249,60.788333,0.000000,-0.000000,60.788333
177,1.840913,600.000000,548.678398,0.011464,51.321602,101.313888,51.321602,59.792270,-4360.693988,30.792961,0.000000,-0.000000,30.792961
178,1.851325,600.000000,565.334230,0.011495,34.665770,51.321602,34.665770,60.190761,-1448.933082,20.799462,0.000000,-0.000000,20.799462
179,1.861710,600.000000,565.334230,0.011495,34.665770,51.321602,34.665770,60.190761,-1448.933082,20.799462,0.000000,-0.000000,20.799462
180,1.872063,600.000000,532.094033,0.011471,67.905967,34.665770,67.905967,60.969699,2897.801520,40.743580,0.000000,0.000000,40.743580
181,1.882418,600.000000,465.577123,0.011496,134.422877,67.905967,134.422877,62.514964,5786.316174,80.653726,0.000000,0.000000,80.653726
182,1.892774,600.000000,515.433698,0.011460,84.566302,134.422877,84.566302,63.484091,-4350.500869,50.739781,0.000000,-0.000000,50.739781
183,1.903165,600.000000,532.083257,0.011441,67.916743,84.566302,67.916743,64.261128,-1455.251553,40.750046,0.000000,-0.000000,40.750046
184,1.913548,600.000000,548.710804,0.011525,51.289196,67.916743,51.289196,64.852253,-1442.695710,30.773518,0.000000,-0.000000,30.773518
185,1.923911,600.000000,515.457506,0.011515,84.542494,51.289196,84.542494,65.825789,2887.736337,50.725496,0.000000,0.000000,50.725496
186,1.934323,600.000000,482.192418,0.011499,117.807582,84.542494,117.807582,67.180410,2892.970851,70.684549,0.000000,0.000000,70.684549
187,1.944738,600.000000,498.706405,0.011651,101.293595,117.807582,101.293595,68.360610,-1417.354547,60.776157,0.000000,-0.000000,60.776157
188,1.955157,600.000000,548.524305,0.011648,51.475695,101.293595,51.475695,68.960211,-4276.861044,30.885417,0.000000,-0.000000,30.885417
189,1.965566,600.000000,548.524305,0.011648,51.475695,101.293595,51.475695,68.960211,-4276.861044,30.885417,0.000000,-0.000000,30.885417
190,1.976043,600.000000,548.554723,0.011623,51.445277,51.475695,51.445277,69.558164,-2.617016,30.867166,0.000000,-0.000000,30.867166
191,1.986496,600.000000,498.683376,0.011637,101.316624,51.445277,101.316624,70.737142,4285.742486,60.789974,0.000000,0.000000,60.789974
192,1.996912,600.000000,498.675120,0.011637,101.324880,101.316624,101.324880,71.916256,0.709482,60.794928,0.000000,0.000000,60.794928
193,2.007320,600.000000,531.936786,0.011632,68.063214,101.324880,68.063214,72.707942,-2859.588478,40.837928,0.000000,-0.000000,40.837928
194,2.017827,600.000000,565.175508,0.011685,34.824492,68.063214,34.824492,73.114853,-2844.654015,20.894695,0.000000,-0.000000,20.894695
195,2.028241,600.000000,531.911216,0.011642,68.088784,34.824492,68.088784,73.907556,2857.216784,40.853271,0.000000,0.000000,40.853271
196,2.038615,600.000000,465.517769,0.011617,134.482231,68.088784,134.482231,75.469881,5715.034434,80.689339,0.000000,0.000000,80.689339
197,2.048974,600.000000,498.822480,0.011507,101.177520,134.482231,101.177520,76.634093,-2894.393635,60.706512,0.000000,-0.000000,60.706512
198,2.059342,600.000000,565.328985,0.011516,34.671015,101.177520,34.671015,77.033352,-5775.325479,20.802609,0.000000,-0.000000,20.802609
199,2.069760,600.000000,565.328985,0.011516,34.671015,101.177520,34.671015,77.033352,-5775.325479,20.802609,0.000000,-0.000000,20.802609
200,2.080134,600.000000,548.706808,0.011446,51.293192,34.671015,51.293192,77.620442,1452.254174,30.775915,0.000000,0.000000,30.775915
201,2.090497,600.000000,498.833528,0.011504,101.166472,51.293192,101.166472,78.784306,4335.132098,60.699883,0.000000,0.000000,60.699883
202,2.100827,600.000000,482.186164,0.011453,117.813836,101.166472,117.813836,80.133650,1453.514014,70.688301,0.000000,0.000000,70.688301
